ID;concept:name;time:timestamp;case:concept:name;pName;error_case;error_reason
338;declined GDPR;2021-11-03 02:31:21 +00:00;Trace 52;Julian;x;1, 5
339;notify recruiter;2021-11-03 03:50:04 +00:00;Trace 52;Julian;x;1
340;review application;2021-11-03 04:50:44 +00:00;Trace 52;Julian;x;1
341;schedule interview and send invitation;2021-11-03 06:40:50 +00:00;Trace 52;Julian;x;1
342;await answer;2021-11-03 08:33:27 +00:00;Trace 52;Julian;x;1, 5
343;"Applicant rejected/
delete data";2021-11-03 10:02:51 +00:00;Trace 52;Julian;x;1
344;receive application;2021-11-02 23:54:15 +00:00;Trace 53;Julian;x;1
345;declined GDPR;2021-11-03 01:51:09 +00:00;Trace 53;Julian;x;1, 5
346;notify recruiter;2021-11-03 03:30:26 +00:00;Trace 53;Julian;x;1
347;review application;2021-11-03 04:54:49 +00:00;Trace 53;Julian;x;1
348;delete data of applicant;2021-11-03 06:15:41 +00:00;Trace 53;Julian;x;1
349;receive application;2021-11-02 23:40:34 +00:00;Trace 54;Julian;x;1
350;declined GDPR;2021-11-03 00:40:54 +00:00;Trace 54;Julian;x;1, 5
351;notify recruiter;2021-11-03 02:29:08 +00:00;Trace 54;Julian;x;1
352;review application;2021-11-03 03:47:19 +00:00;Trace 54;Julian;x;1
353;schedule interview and send invitation;2021-11-03 05:19:53 +00:00;Trace 54;Julian;x;1
354;await answer;2021-11-03 07:09:35 +00:00;Trace 54;Julian;x;1, 5
355;hold intervierw;2021-11-03 08:54:29 +00:00;Trace 54;Julian;x;1
356;"reject application/
ask for permission to save data";2021-11-03 10:13:23 +00:00;Trace 54;Julian;x;1
357;await answer;2021-11-03 11:54:20 +00:00;Trace 54;Julian;x;1, 5
358;decline permission;2021-11-03 13:27:43 +00:00;Trace 54;Julian;x;1
359;delete data;2021-11-03 14:40:57 +00:00;Trace 54;Julian;x;1
360;receive application;2021-11-03 00:30:38 +00:00;Trace 55;Julian;x;1
361;declined GDPR;2021-11-03 02:04:47 +00:00;Trace 55;Julian;x;1, 5
362;notify recruiter;2021-11-03 04:04:12 +00:00;Trace 55;Julian;x;1
363;review application;2021-11-03 05:16:33 +00:00;Trace 55;Julian;x;1
364;schedule interview and send invitation;2021-11-03 06:17:36 +00:00;Trace 55;Julian;x;1
365;await answer;2021-11-03 08:07:54 +00:00;Trace 55;Julian;x;1, 5
366;"Applicant rejected/
delete data";2021-11-03 09:39:16 +00:00;Trace 55;Julian;x;1
367;receive application;2021-11-03 00:06:07 +00:00;Trace 56;Hans;x;1
368;declined GDPR;2021-11-03 01:13:51 +00:00;Trace 56;Hans;x;1, 5
369;notify recruiter;2021-11-03 03:06:20 +00:00;Trace 56;Hans;x;1
370;review application;2021-11-03 04:45:45 +00:00;Trace 56;Hans;x;1
371;delete data of applicant;2021-11-03 05:57:39 +00:00;Trace 56;Hans;x;1
372;receive application;2021-11-03 00:06:33 +00:00;Trace 57;Peter;x;1
373;declined GDPR;2021-11-03 01:32:38 +00:00;Trace 57;Peter;x;1, 5
374;notify recruiter;2021-11-03 02:58:01 +00:00;Trace 57;Peter;x;1
375;review application;2021-11-03 04:45:02 +00:00;Trace 57;Peter;x;1
376;schedule interview and send invitation;2021-11-03 05:52:58 +00:00;Trace 57;Peter;x;1
377;await answer;2021-11-03 07:37:24 +00:00;Trace 57;Peter;x;1, 5
378;"Applicant rejected/
delete data";2021-11-03 08:44:03 +00:00;Trace 57;Peter;x;1
379;receive application;2021-11-02 23:40:44 +00:00;Trace 58;Julian;x;1
380;declined GDPR;2021-11-03 01:34:24 +00:00;Trace 58;Julian;x;1, 5
381;notify recruiter;2021-11-03 02:53:19 +00:00;Trace 58;Julian;x;1
382;review application;2021-11-03 04:30:15 +00:00;Trace 58;Julian;x;1
383;delete data of applicant;2021-11-03 06:25:47 +00:00;Trace 58;Julian;x;1
384;receive application;2021-11-03 00:18:29 +00:00;Trace 59;Julian;x;1
385;declined GDPR;2021-11-03 01:49:23 +00:00;Trace 59;Julian;x;1, 5
386;notify recruiter;2021-11-03 03:06:49 +00:00;Trace 59;Julian;x;1
387;review application;2021-11-03 04:30:49 +00:00;Trace 59;Julian;x;1
388;delete data of applicant;2021-11-03 05:58:24 +00:00;Trace 59;Julian;x;1
389;receive application;2021-11-02 23:57:44 +00:00;Trace 60;Peter;x;1
390;declined GDPR;2021-11-03 01:41:37 +00:00;Trace 60;Peter;x;1, 5
391;notify recruiter;2021-11-03 03:39:38 +00:00;Trace 60;Peter;x;1
392;review application;2021-11-03 05:03:33 +00:00;Trace 60;Peter;x;1
393;delete data of applicant;2021-11-03 06:21:38 +00:00;Trace 60;Peter;x;1
394;receive application;2021-11-02 23:43:38 +00:00;Trace 61;Hans;x;1
395;declined GDPR;2021-11-03 00:59:35 +00:00;Trace 61;Hans;x;1, 5
396;notify recruiter;2021-11-03 02:42:31 +00:00;Trace 61;Hans;x;1
397;review application;2021-11-03 04:03:45 +00:00;Trace 61;Hans;x;1
398;delete data of applicant;2021-11-03 05:09:03 +00:00;Trace 61;Hans;x;1
399;receive application;2021-11-03 00:13:24 +00:00;Trace 62;Julian;x;1
400;declined GDPR;2021-11-03 01:28:18 +00:00;Trace 62;Julian;x;1, 5
401;notify recruiter;2021-11-03 02:50:09 +00:00;Trace 62;Julian;x;1
402;review application;2021-11-03 04:16:39 +00:00;Trace 62;Julian;x;1
403;schedule interview and send invitation;2021-11-03 05:50:45 +00:00;Trace 62;Julian;x;1
404;await answer;2021-11-03 07:49:55 +00:00;Trace 62;Julian;x;1, 5
405;"Applicant rejected/
delete data";2021-11-03 09:18:08 +00:00;Trace 62;Julian;x;1
406;receive application;2021-11-03 00:25:24 +00:00;Trace 63;Peter;x;1
407;declined GDPR;2021-11-03 02:16:57 +00:00;Trace 63;Peter;x;1, 5
408;notify recruiter;2021-11-03 04:01:56 +00:00;Trace 63;Peter;x;1
409;review application;2021-11-03 05:08:22 +00:00;Trace 63;Peter;x;1
410;schedule interview and send invitation;2021-11-03 06:47:23 +00:00;Trace 63;Peter;x;1
411;await answer;2021-11-03 08:46:57 +00:00;Trace 63;Peter;x;1, 5
412;hold intervierw;2021-11-03 09:47:50 +00:00;Trace 63;Peter;x;1
413;send to assessment center;2021-11-03 10:49:13 +00:00;Trace 63;Peter;x;1
414;create and send offer;2021-11-03 12:27:27 +00:00;Trace 63;Peter;x;1
415;wait for answer to offer;2021-11-03 14:26:58 +00:00;Trace 63;Peter;x;1
416;Hire candidate;2021-11-03 16:05:24 +00:00;Trace 63;Peter;x;1
417;begin onboarding process;2021-11-03 17:36:15 +00:00;Trace 63;Peter;x;1
418;receive application;2021-11-02 23:42:41 +00:00;Trace 64;Hans;x;1
419;declined GDPR;2021-11-03 00:58:42 +00:00;Trace 64;Hans;x;1, 5
420;notify recruiter;2021-11-03 02:32:24 +00:00;Trace 64;Hans;x;1
421;review application;2021-11-03 03:52:24 +00:00;Trace 64;Hans;x;1
422;delete data of applicant;2021-11-03 04:58:33 +00:00;Trace 64;Hans;x;1
423;receive application;2021-11-03 00:11:58 +00:00;Trace 65;Julian;x;1
424;declined GDPR;2021-11-03 02:03:19 +00:00;Trace 65;Julian;x;1, 5
425;notify recruiter;2021-11-03 04:02:12 +00:00;Trace 65;Julian;x;1
426;review application;2021-11-03 05:44:52 +00:00;Trace 65;Julian;x;1
427;delete data of applicant;2021-11-03 07:27:03 +00:00;Trace 65;Julian;x;1
428;receive application;2021-11-03 00:17:56 +00:00;Trace 66;Peter;x;1
429;declined GDPR;2021-11-03 01:39:45 +00:00;Trace 66;Peter;x;1, 5
430;notify recruiter;2021-11-03 03:07:32 +00:00;Trace 66;Peter;x;1
431;review application;2021-11-03 04:36:35 +00:00;Trace 66;Peter;x;1
432;delete data of applicant;2021-11-03 06:35:27 +00:00;Trace 66;Peter;x;1
433;receive application;2021-11-02 23:48:36 +00:00;Trace 67;Hans;x;1
434;declined GDPR;2021-11-03 01:32:20 +00:00;Trace 67;Hans;x;1, 5
435;notify recruiter;2021-11-03 03:24:53 +00:00;Trace 67;Hans;x;1
436;review application;2021-11-03 04:55:44 +00:00;Trace 67;Hans;x;1
437;delete data of applicant;2021-11-03 06:18:55 +00:00;Trace 67;Hans;x;1
438;receive application;2021-11-02 23:58:17 +00:00;Trace 68;Hans;x;1
439;declined GDPR;2021-11-03 01:23:03 +00:00;Trace 68;Hans;x;1, 5
440;notify recruiter;2021-11-03 02:59:08 +00:00;Trace 68;Hans;x;1
441;review application;2021-11-03 04:37:49 +00:00;Trace 68;Hans;x;1
442;schedule interview and send invitation;2021-11-03 05:59:33 +00:00;Trace 68;Hans;x;1
443;await answer;2021-11-03 07:22:23 +00:00;Trace 68;Hans;x;1, 5
444;hold intervierw;2021-11-03 08:36:23 +00:00;Trace 68;Hans;x;1
445;send to assessment center;2021-11-03 10:25:23 +00:00;Trace 68;Hans;x;1
446;decline applicant in assesment center;2021-11-03 11:49:55 +00:00;Trace 68;Hans;x;1
447;receive application;2021-11-03 00:16:13 +00:00;Trace 69;Julian;x;1
448;declined GDPR;2021-11-03 01:27:54 +00:00;Trace 69;Julian;x;1, 5
449;notify recruiter;2021-11-03 03:21:12 +00:00;Trace 69;Julian;x;1
450;review application;2021-11-03 04:47:26 +00:00;Trace 69;Julian;x;1
451;delete data of applicant;2021-11-03 05:55:22 +00:00;Trace 69;Julian;x;1
452;receive application;2021-11-02 23:52:55 +00:00;Trace 70;Peter;x;1
453;declined GDPR;2021-11-03 01:36:19 +00:00;Trace 70;Peter;x;1, 5
454;notify recruiter;2021-11-03 03:00:08 +00:00;Trace 70;Peter;x;1
455;review application;2021-11-03 04:52:32 +00:00;Trace 70;Peter;x;1
456;schedule interview and send invitation;2021-11-03 06:01:26 +00:00;Trace 70;Peter;x;1
457;await answer;2021-11-03 07:56:34 +00:00;Trace 70;Peter;x;1, 5
458;hold intervierw;2021-11-03 09:17:04 +00:00;Trace 70;Peter;x;1
459;send to assessment center;2021-11-03 11:02:01 +00:00;Trace 70;Peter;x;1
460;decline applicant in assesment center;2021-11-03 12:05:40 +00:00;Trace 70;Peter;x;1
461;receive application;2021-11-02 23:59:19 +00:00;Trace 71;Hans;x;1
462;declined GDPR;2021-11-03 01:02:36 +00:00;Trace 71;Hans;x;1, 5
463;notify recruiter;2021-11-03 02:46:39 +00:00;Trace 71;Hans;x;1
464;review application;2021-11-03 04:03:56 +00:00;Trace 71;Hans;x;1
465;delete data of applicant;2021-11-03 05:34:11 +00:00;Trace 71;Hans;x;1
466;receive application;2021-11-02 23:53:26 +00:00;Trace 72;Peter;x;1
467;declined GDPR;2021-11-03 00:56:01 +00:00;Trace 72;Peter;x;1, 5
468;notify recruiter;2021-11-03 02:33:45 +00:00;Trace 72;Peter;x;1
469;review application;2021-11-03 04:28:37 +00:00;Trace 72;Peter;x;1
470;schedule interview and send invitation;2021-11-03 05:33:05 +00:00;Trace 72;Peter;x;1
471;await answer;2021-11-03 06:47:16 +00:00;Trace 72;Peter;x;1, 5
472;hold intervierw;2021-11-03 08:31:08 +00:00;Trace 72;Peter;x;1
473;"reject application/
ask for permission to save data";2021-11-03 09:46:12 +00:00;Trace 72;Peter;x;1
474;await answer;2021-11-03 10:52:31 +00:00;Trace 72;Peter;x;1, 5
475;receive permission;2021-11-03 12:07:13 +00:00;Trace 72;Peter;x;1
476;save data;2021-11-03 13:39:51 +00:00;Trace 72;Peter;x;1
477;receive application;2021-11-02 23:57:49 +00:00;Trace 73;Julian;x;1
478;declined GDPR;2021-11-03 01:12:08 +00:00;Trace 73;Julian;x;1, 5
479;notify recruiter;2021-11-03 02:14:13 +00:00;Trace 73;Julian;x;1
480;review application;2021-11-03 03:49:43 +00:00;Trace 73;Julian;x;1
481;schedule interview and send invitation;2021-11-03 05:19:19 +00:00;Trace 73;Julian;x;1
482;await answer;2021-11-03 07:15:54 +00:00;Trace 73;Julian;x;1, 5
483;"Applicant rejected/
delete data";2021-11-03 08:27:21 +00:00;Trace 73;Julian;x;1
484;receive application;2021-11-03 00:30:54 +00:00;Trace 74;Peter;x;1
485;declined GDPR;2021-11-03 01:55:52 +00:00;Trace 74;Peter;x;1, 5
486;notify recruiter;2021-11-03 03:33:52 +00:00;Trace 74;Peter;x;1
487;review application;2021-11-03 04:43:10 +00:00;Trace 74;Peter;x;1
488;delete data of applicant;2021-11-03 06:12:01 +00:00;Trace 74;Peter;x;1
489;receive application;2021-11-02 23:49:53 +00:00;Trace 75;Julian;x;1
490;declined GDPR;2021-11-03 01:39:31 +00:00;Trace 75;Julian;x;1, 5
491;notify recruiter;2021-11-03 03:27:11 +00:00;Trace 75;Julian;x;1
492;review application;2021-11-03 04:45:34 +00:00;Trace 75;Julian;x;1
493;schedule interview and send invitation;2021-11-03 06:21:58 +00:00;Trace 75;Julian;x;1
494;await answer;2021-11-03 08:04:39 +00:00;Trace 75;Julian;x;1, 5
495;hold intervierw;2021-11-03 10:00:54 +00:00;Trace 75;Julian;x;1
496;"reject application/
ask for permission to save data";2021-11-03 11:53:55 +00:00;Trace 75;Julian;x;1
497;await answer;2021-11-03 13:09:15 +00:00;Trace 75;Julian;x;1, 5
498;decline permission;2021-11-03 15:00:14 +00:00;Trace 75;Julian;x;1
499;delete data;2021-11-03 16:33:19 +00:00;Trace 75;Julian;x;1
500;receive application;2021-11-02 23:54:17 +00:00;Trace 76;Hans;x;1
501;declined GDPR;2021-11-03 01:46:17 +00:00;Trace 76;Hans;x;1, 5
502;notify recruiter;2021-11-03 03:11:44 +00:00;Trace 76;Hans;x;1
503;review application;2021-11-03 04:18:46 +00:00;Trace 76;Hans;x;1
504;schedule interview and send invitation;2021-11-03 05:38:00 +00:00;Trace 76;Hans;x;1
505;await answer;2021-11-03 06:53:00 +00:00;Trace 76;Hans;x;1, 5
506;hold intervierw;2021-11-03 08:07:45 +00:00;Trace 76;Hans;x;1
507;"reject application/
ask for permission to save data";2021-11-03 09:40:10 +00:00;Trace 76;Hans;x;1
508;await answer;2021-11-03 11:31:46 +00:00;Trace 76;Hans;x;1, 5
509;receive permission;2021-11-03 12:42:04 +00:00;Trace 76;Hans;x;1
510;save data;2021-11-03 14:16:46 +00:00;Trace 76;Hans;x;1
511;receive application;2021-11-02 23:47:12 +00:00;Trace 77;Hans;x;1
512;declined GDPR;2021-11-03 01:06:11 +00:00;Trace 77;Hans;x;1, 5
513;notify recruiter;2021-11-03 02:19:12 +00:00;Trace 77;Hans;x;1
514;review application;2021-11-03 04:13:52 +00:00;Trace 77;Hans;x;1
515;schedule interview and send invitation;2021-11-03 05:29:37 +00:00;Trace 77;Hans;x;1
516;await answer;2021-11-03 07:12:18 +00:00;Trace 77;Hans;x;1, 5
517;hold intervierw;2021-11-03 08:19:16 +00:00;Trace 77;Hans;x;1
518;send to assessment center;2021-11-03 10:01:04 +00:00;Trace 77;Hans;x;1
519;create and send offer;2021-11-03 11:34:54 +00:00;Trace 77;Hans;x;1
520;wait for answer to offer;2021-11-03 13:00:19 +00:00;Trace 77;Hans;x;1
521;Hire candidate;2021-11-03 14:08:07 +00:00;Trace 77;Hans;x;1
522;begin onboarding process;2021-11-03 15:39:21 +00:00;Trace 77;Hans;x;1
523;receive application;2021-11-02 23:49:47 +00:00;Trace 78;Hans;x;1
524;declined GDPR;2021-11-03 01:33:53 +00:00;Trace 78;Hans;x;1, 5
525;notify recruiter;2021-11-03 03:31:34 +00:00;Trace 78;Hans;x;1
526;review application;2021-11-03 04:52:48 +00:00;Trace 78;Hans;x;1
527;schedule interview and send invitation;2021-11-03 06:23:51 +00:00;Trace 78;Hans;x;1
528;await answer;2021-11-03 08:21:45 +00:00;Trace 78;Hans;x;1, 5
529;hold intervierw;2021-11-03 09:48:43 +00:00;Trace 78;Hans;x;1
530;"reject application/
ask for permission to save data";2021-11-03 10:49:22 +00:00;Trace 78;Hans;x;1
531;await answer;2021-11-03 11:50:57 +00:00;Trace 78;Hans;x;1, 5
532;decline permission;2021-11-03 12:53:42 +00:00;Trace 78;Hans;x;1
533;delete data;2021-11-03 14:52:08 +00:00;Trace 78;Hans;x;1
534;receive application;2021-11-03 00:15:38 +00:00;Trace 79;Peter;x;1
535;declined GDPR;2021-11-03 02:04:55 +00:00;Trace 79;Peter;x;1, 5
536;notify recruiter;2021-11-03 03:12:52 +00:00;Trace 79;Peter;x;1
537;review application;2021-11-03 04:57:19 +00:00;Trace 79;Peter;x;1
538;schedule interview and send invitation;2021-11-03 06:13:27 +00:00;Trace 79;Peter;x;1
539;await answer;2021-11-03 07:40:29 +00:00;Trace 79;Peter;x;1, 5
540;hold intervierw;2021-11-03 09:40:22 +00:00;Trace 79;Peter;x;1
541;send to assessment center;2021-11-03 11:20:29 +00:00;Trace 79;Peter;x;1
542;create and send offer;2021-11-03 12:33:48 +00:00;Trace 79;Peter;x;1
543;wait for answer to offer;2021-11-03 14:31:37 +00:00;Trace 79;Peter;x;1
544;Hire candidate;2021-11-03 16:15:59 +00:00;Trace 79;Peter;x;1
545;begin onboarding process;2021-11-03 18:08:02 +00:00;Trace 79;Peter;x;1
546;receive application;2021-11-03 00:22:21 +00:00;Trace 80;Peter;x;1
547;declined GDPR;2021-11-03 01:36:37 +00:00;Trace 80;Peter;x;1, 5
548;notify recruiter;2021-11-03 03:14:23 +00:00;Trace 80;Peter;x;1
549;review application;2021-11-03 04:37:40 +00:00;Trace 80;Peter;x;1
550;schedule interview and send invitation;2021-11-03 06:07:41 +00:00;Trace 80;Peter;x;1
551;await answer;2021-11-03 07:22:13 +00:00;Trace 80;Peter;x;1, 5
552;"Applicant rejected/
delete data";2021-11-03 09:02:06 +00:00;Trace 80;Peter;x;1
553;receive application;2021-11-02 23:56:58 +00:00;Trace 81;Julian;x;1
554;declined GDPR;2021-11-03 01:06:59 +00:00;Trace 81;Julian;x;1, 5
555;notify recruiter;2021-11-03 03:00:24 +00:00;Trace 81;Julian;x;1
556;review application;2021-11-03 04:52:45 +00:00;Trace 81;Julian;x;1
557;delete data of applicant;2021-11-03 06:20:28 +00:00;Trace 81;Julian;x;1
558;receive application;2021-11-03 00:14:25 +00:00;Trace 82;Peter;x;1
559;declined GDPR;2021-11-03 02:09:31 +00:00;Trace 82;Peter;x;1, 5
560;notify recruiter;2021-11-03 04:04:47 +00:00;Trace 82;Peter;x;1
561;review application;2021-11-03 05:31:21 +00:00;Trace 82;Peter;x;1
562;delete data of applicant;2021-11-03 06:43:12 +00:00;Trace 82;Peter;x;1
563;receive application;2021-11-03 00:38:01 +00:00;Trace 83;Hans;x;1
564;declined GDPR;2021-11-03 02:18:20 +00:00;Trace 83;Hans;x;1, 5
565;notify recruiter;2021-11-03 04:01:17 +00:00;Trace 83;Hans;x;1
566;review application;2021-11-03 05:55:08 +00:00;Trace 83;Hans;x;1
567;schedule interview and send invitation;2021-11-03 07:09:48 +00:00;Trace 83;Hans;x;1
568;await answer;2021-11-03 09:04:02 +00:00;Trace 83;Hans;x;1, 5
569;hold intervierw;2021-11-03 10:27:36 +00:00;Trace 83;Hans;x;1
570;"reject application/
ask for permission to save data";2021-11-03 11:41:01 +00:00;Trace 83;Hans;x;1
571;await answer;2021-11-03 13:27:56 +00:00;Trace 83;Hans;x;1, 5
572;receive permission;2021-11-03 15:13:23 +00:00;Trace 83;Hans;x;1
573;save data;2021-11-03 16:17:10 +00:00;Trace 83;Hans;x;1
574;receive application;2021-11-02 23:39:26 +00:00;Trace 84;Peter;x;1
575;declined GDPR;2021-11-03 00:53:59 +00:00;Trace 84;Peter;x;1, 5
576;notify recruiter;2021-11-03 02:05:34 +00:00;Trace 84;Peter;x;1
577;review application;2021-11-03 04:01:16 +00:00;Trace 84;Peter;x;1
578;delete data of applicant;2021-11-03 05:36:07 +00:00;Trace 84;Peter;x;1
579;receive application;2021-11-03 00:30:02 +00:00;Trace 85;Hans;x;1
580;declined GDPR;2021-11-03 01:50:18 +00:00;Trace 85;Hans;x;1, 5
581;notify recruiter;2021-11-03 03:01:36 +00:00;Trace 85;Hans;x;1
582;review application;2021-11-03 04:26:30 +00:00;Trace 85;Hans;x;1
583;schedule interview and send invitation;2021-11-03 05:50:56 +00:00;Trace 85;Hans;x;1
584;await answer;2021-11-03 07:37:30 +00:00;Trace 85;Hans;x;1, 5
585;hold intervierw;2021-11-03 08:58:33 +00:00;Trace 85;Hans;x;1
586;"reject application/
ask for permission to save data";2021-11-03 10:16:37 +00:00;Trace 85;Hans;x;1
587;await answer;2021-11-03 11:24:00 +00:00;Trace 85;Hans;x;1, 5
588;receive permission;2021-11-03 12:48:49 +00:00;Trace 85;Hans;x;1
589;save data;2021-11-03 14:35:06 +00:00;Trace 85;Hans;x;1
590;receive application;2021-11-03 00:11:52 +00:00;Trace 86;Peter;x;1
591;declined GDPR;2021-11-03 01:14:49 +00:00;Trace 86;Peter;x;1, 5
592;notify recruiter;2021-11-03 02:40:57 +00:00;Trace 86;Peter;x;1
593;review application;2021-11-03 04:35:34 +00:00;Trace 86;Peter;x;1
594;delete data of applicant;2021-11-03 06:19:54 +00:00;Trace 86;Peter;x;1
595;receive application;2021-11-02 23:56:53 +00:00;Trace 87;Hans;x;1
596;declined GDPR;2021-11-03 01:04:15 +00:00;Trace 87;Hans;x;1, 5
597;notify recruiter;2021-11-03 02:09:17 +00:00;Trace 87;Hans;x;1
598;review application;2021-11-03 03:53:24 +00:00;Trace 87;Hans;x;1
599;delete data of applicant;2021-11-03 05:06:48 +00:00;Trace 87;Hans;x;1
600;receive application;2021-11-03 00:05:41 +00:00;Trace 88;Hans;x;1
601;declined GDPR;2021-11-03 01:26:13 +00:00;Trace 88;Hans;x;1, 5
602;notify recruiter;2021-11-03 02:38:14 +00:00;Trace 88;Hans;x;1
603;review application;2021-11-03 04:07:35 +00:00;Trace 88;Hans;x;1
604;schedule interview and send invitation;2021-11-03 05:40:36 +00:00;Trace 88;Hans;x;1
605;await answer;2021-11-03 07:18:27 +00:00;Trace 88;Hans;x;1, 5
606;"Applicant rejected/
delete data";2021-11-03 09:07:37 +00:00;Trace 88;Hans;x;1
607;receive application;2021-11-03 00:30:44 +00:00;Trace 89;Peter;x;1
608;declined GDPR;2021-11-03 01:49:18 +00:00;Trace 89;Peter;x;1, 5
609;notify recruiter;2021-11-03 02:50:57 +00:00;Trace 89;Peter;x;1
610;review application;2021-11-03 04:42:33 +00:00;Trace 89;Peter;x;1
611;schedule interview and send invitation;2021-11-03 06:29:14 +00:00;Trace 89;Peter;x;1
612;await answer;2021-11-03 08:28:43 +00:00;Trace 89;Peter;x;1, 5
613;hold intervierw;2021-11-03 09:39:40 +00:00;Trace 89;Peter;x;1
614;send to assessment center;2021-11-03 11:13:00 +00:00;Trace 89;Peter;x;1
615;create and send offer;2021-11-03 12:40:21 +00:00;Trace 89;Peter;x;1
616;wait for answer to offer;2021-11-03 14:30:41 +00:00;Trace 89;Peter;x;1
617;Hire candidate;2021-11-03 15:56:27 +00:00;Trace 89;Peter;x;1
618;begin onboarding process;2021-11-03 17:48:55 +00:00;Trace 89;Peter;x;1
619;receive application;2021-11-03 00:26:00 +00:00;Trace 90;Hans;x;1
620;declined GDPR;2021-11-03 01:46:17 +00:00;Trace 90;Hans;x;1, 5
621;notify recruiter;2021-11-03 03:13:31 +00:00;Trace 90;Hans;x;1
622;review application;2021-11-03 05:11:15 +00:00;Trace 90;Hans;x;1
