ID;concept:name;time:timestamp;case:concept:name;pName;error_case;error_reason
353;receive application;1970-01-01 00:00:00+00:00;Trace 187;Hans;;
354;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 187;Hans;;
355;decline GDPR;1970-01-01 02:00:00+00:00;Trace 187;Hans;;
356;receive application;1970-01-01 00:00:00+00:00;Trace 94;Hans;;
357;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 94;Hans;;
358;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 94;Hans;;
359;notify recruiter;1970-01-01 03:00:00+00:00;Trace 94;Hans;;
360;review application;1970-01-01 04:00:00+00:00;Trace 94;Hans;;
361;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 94;Hans;;
362;receive application;1970-01-01 00:00:00+00:00;Trace 1142;Julian;;
363;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1142;Julian;;
364;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 1142;Julian;;
365;notify recruiter;1970-01-01 03:00:00+00:00;Trace 1142;Julian;;
366;review application;1970-01-01 04:00:00+00:00;Trace 1142;Julian;;
367;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 1142;Julian;;
368;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 1142;Julian;;
369;hold intervierw;1970-01-01 07:00:00+00:00;Trace 1142;Julian;;
370;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 1142;Julian;;
371;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 1142;Julian;;
372;decline permission;1970-01-01 10:00:00+00:00;Trace 1142;Julian;;
373;delete data;1970-01-01 11:00:00+00:00;Trace 1142;Julian;;
374;receive application;1970-01-01 00:00:00+00:00;Trace 3545;Peter;;
375;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3545;Peter;;
376;decline GDPR;1970-01-01 02:00:00+00:00;Trace 3545;Peter;;
377;receive application;1970-01-01 00:00:00+00:00;Trace 3988;Hans;;
378;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3988;Hans;;
379;decline GDPR;1970-01-01 02:00:00+00:00;Trace 3988;Hans;;
380;receive application;1970-01-01 00:00:00+00:00;Trace 3436;Julian;;
381;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3436;Julian;;
382;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3436;Julian;;
383;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3436;Julian;;
384;review application;1970-01-01 04:00:00+00:00;Trace 3436;Julian;;
385;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 3436;Julian;;
386;receive application;1970-01-01 00:00:00+00:00;Trace 198;Julian;;
387;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 198;Julian;;
388;decline GDPR;1970-01-01 02:00:00+00:00;Trace 198;Julian;;
389;receive application;1970-01-01 00:00:00+00:00;Trace 1799;Peter;;
390;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1799;Peter;;
391;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 1799;Peter;;
392;notify recruiter;1970-01-01 03:00:00+00:00;Trace 1799;Peter;;
393;review application;1970-01-01 04:00:00+00:00;Trace 1799;Peter;;
394;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 1799;Peter;;
395;receive application;1970-01-01 00:00:00+00:00;Trace 2415;Julian;;
396;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2415;Julian;;
397;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2415;Julian;;
398;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2415;Julian;;
399;review application;1970-01-01 04:00:00+00:00;Trace 2415;Julian;;
400;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 2415;Julian;;
401;receive application;1970-01-01 00:00:00+00:00;Trace 2446;Hans;;
402;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2446;Hans;;
403;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2446;Hans;;
404;receive application;1970-01-01 00:00:00+00:00;Trace 2280;Hans;;
405;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2280;Hans;;
406;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2280;Hans;;
407;receive application;1970-01-01 00:00:00+00:00;Trace 3237;Julian;;
408;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3237;Julian;;
409;decline GDPR;1970-01-01 02:00:00+00:00;Trace 3237;Julian;;
410;receive application;1970-01-01 00:00:00+00:00;Trace 1619;Kevin;x;2
411;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1619;Kevin;x;2
412;decline GDPR;1970-01-01 02:00:00+00:00;Trace 1619;Kevin;x;2
413;receive application;1970-01-01 00:00:00+00:00;Trace 2774;Julian;;
414;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2774;Julian;;
415;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2774;Julian;;
416;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2774;Julian;;
417;review application;1970-01-01 04:00:00+00:00;Trace 2774;Julian;;
418;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 2774;Julian;;
419;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 2774;Julian;;
420;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 2774;Julian;;
421;receive application;1970-01-01 00:00:00+00:00;Trace 2764;Peter;;
422;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2764;Peter;;
423;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2764;Peter;;
424;receive application;1970-01-01 00:00:00+00:00;Trace 384;Hans;;
425;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 384;Hans;;
426;decline GDPR;1970-01-01 02:00:00+00:00;Trace 384;Hans;;
427;receive application;1970-01-01 00:00:00+00:00;Trace 3623;Hans;;
428;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3623;Hans;;
429;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3623;Hans;;
430;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3623;Hans;;
431;review application;1970-01-01 04:00:00+00:00;Trace 3623;Hans;;
432;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3623;Hans;;
433;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3623;Hans;;
434;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 3623;Hans;;
435;receive application;1970-01-01 00:00:00+00:00;Trace 711;Julian;;
436;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 711;Julian;;
437;decline GDPR;1970-01-01 02:00:00+00:00;Trace 711;Julian;;
438;receive application;1970-01-01 00:00:00+00:00;Trace 3172;Hans;;
439;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3172;Hans;;
440;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3172;Hans;;
441;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3172;Hans;;
442;review application;1970-01-01 04:00:00+00:00;Trace 3172;Hans;;
443;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3172;Hans;;
444;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3172;Hans;;
445;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 3172;Hans;;
446;receive application;1970-01-01 00:00:00+00:00;Trace 3484;Hans;x;1
447;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3484;Hans;x;1
448;e3pef5ovajm6f;1970-01-01 02:00:00+00:00;Trace 3484;Hans;x;1, 5
449;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3484;Hans;x;1
450;review application;1970-01-01 04:00:00+00:00;Trace 3484;Hans;x;1
451;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3484;Hans;x;1
452;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3484;Hans;x;1
453;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 3484;Hans;x;1
454;receive application;1970-01-01 00:00:00+00:00;Trace 42;Julian;;
455;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 42;Julian;;
456;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 42;Julian;;
457;notify recruiter;1970-01-01 03:00:00+00:00;Trace 42;Julian;;
458;review application;1970-01-01 04:00:00+00:00;Trace 42;Julian;;
459;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 42;Julian;;
460;receive application;1970-01-01 00:00:00+00:00;Trace 2752;Julian;;
461;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2752;Julian;;
462;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2752;Julian;;
463;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2752;Julian;;
464;review application;1970-01-01 04:00:00+00:00;Trace 2752;Julian;;
465;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 2752;Julian;;
466;receive application;1970-01-01 00:00:00+00:00;Trace 132;Hans;;
467;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 132;Hans;;
468;decline GDPR;1970-01-01 02:00:00+00:00;Trace 132;Hans;;
469;receive application;1970-01-01 00:00:00+00:00;Trace 2465;Julian;;
470;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2465;Julian;;
471;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2465;Julian;;
472;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2465;Julian;;
473;review application;1970-01-01 04:00:00+00:00;Trace 2465;Julian;;
474;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 2465;Julian;;
475;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 2465;Julian;;
476;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 2465;Julian;;
477;receive application;1970-01-01 00:00:00+00:00;Trace 535;Hans;;
478;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 535;Hans;;
479;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 535;Hans;;
480;notify recruiter;1970-01-01 03:00:00+00:00;Trace 535;Hans;;
481;review application;1970-01-01 04:00:00+00:00;Trace 535;Hans;;
482;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 535;Hans;;
483;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 535;Hans;;
484;hold intervierw;1970-01-01 07:00:00+00:00;Trace 535;Hans;;
485;send to assessment center;1970-01-01 08:00:00+00:00;Trace 535;Hans;;
486;decline applicant in assesment center;1970-01-01 09:00:00+00:00;Trace 535;Hans;;
487;receive application;1970-01-01 00:00:00+00:00;Trace 699;Hans;;
488;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 699;Hans;;
489;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 699;Hans;;
490;notify recruiter;1970-01-01 03:00:00+00:00;Trace 699;Hans;;
491;review application;1970-01-01 04:00:00+00:00;Trace 699;Hans;;
492;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 699;Hans;;
493;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 699;Hans;;
494;hold intervierw;1970-01-01 07:00:00+00:00;Trace 699;Hans;;
495;send to assessment center;1970-01-01 08:00:00+00:00;Trace 699;Hans;;
496;create and send offer;1970-01-01 09:00:00+00:00;Trace 699;Hans;;
497;wait for answer to offer;1970-01-01 10:00:00+00:00;Trace 699;Hans;;
498;hire candidate;1970-01-01 11:00:00+00:00;Trace 699;Hans;;
499;begin onboarding process;1970-01-01 12:00:00+00:00;Trace 699;Hans;;
500;receive application;1970-01-01 00:00:00+00:00;Trace 2056;Hans;;
501;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2056;Hans;;
502;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2056;Hans;;
503;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2056;Hans;;
504;review application;1970-01-01 04:00:00+00:00;Trace 2056;Hans;;
505;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 2056;Hans;;
506;receive application;1970-01-01 00:00:00+00:00;Trace 970;Kevin;x;1, 2
507;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 970;Kevin;x;1, 2
508;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 970;Kevin;x;1, 2
509;lncc3du0mj9tj;1970-01-01 03:00:00+00:00;Trace 970;Kevin;x;1, 5, 2
510;review application;1970-01-01 04:00:00+00:00;Trace 970;Kevin;x;1, 2
511;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 970;Kevin;x;1, 2
512;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 970;Kevin;x;1, 2
513;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 970;Kevin;x;1, 2
514;receive application;1970-01-01 00:00:00+00:00;Trace 2687;Hans;x;1
515;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2687;Hans;x;1
516;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2687;Hans;x;1
517;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2687;Hans;x;1
518;review application;1970-01-01 04:00:00+00:00;Trace 2687;Hans;x;1
519;mcgo34djgtn0c;1970-01-01 05:00:00+00:00;Trace 2687;Hans;x;1, 5
520;receive application;1970-01-01 00:00:00+00:00;Trace 3567;Peter;;
521;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3567;Peter;;
522;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3567;Peter;;
523;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3567;Peter;;
524;review application;1970-01-01 04:00:00+00:00;Trace 3567;Peter;;
525;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3567;Peter;;
526;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3567;Peter;;
527;hold intervierw;1970-01-01 07:00:00+00:00;Trace 3567;Peter;;
528;send to assessment center;1970-01-01 08:00:00+00:00;Trace 3567;Peter;;
529;create and send offer;1970-01-01 09:00:00+00:00;Trace 3567;Peter;;
530;wait for answer to offer;1970-01-01 10:00:00+00:00;Trace 3567;Peter;;
531;receive application;1970-01-01 00:00:00+00:00;Trace 266;Kevin;x;2
532;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 266;Kevin;x;2
533;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 266;Kevin;x;2
534;notify recruiter;1970-01-01 03:00:00+00:00;Trace 266;Kevin;x;2
535;review application;1970-01-01 04:00:00+00:00;Trace 266;Kevin;x;2
536;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 266;Kevin;x;2
537;receive application;1970-01-01 00:00:00+00:00;Trace 733;Peter;x;1
538;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 733;Peter;x;1
539;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 733;Peter;x;1
540;notify recruiter;1970-01-01 03:00:00+00:00;Trace 733;Peter;x;1
541;review application;1970-01-01 04:00:00+00:00;Trace 733;Peter;x;1
542;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 733;Peter;x;1
543;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 733;Peter;x;1
544;fbr8193qrihug;1970-01-01 07:00:00+00:00;Trace 733;Peter;x;1, 5
545;receive application;1970-01-01 00:00:00+00:00;Trace 2601;Kevin;x;2
546;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2601;Kevin;x;2
547;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2601;Kevin;x;2
548;receive application;1970-01-01 00:00:00+00:00;Trace 283;Kevin;x;2
549;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 283;Kevin;x;2
550;decline GDPR;1970-01-01 02:00:00+00:00;Trace 283;Kevin;x;2
551;receive application;1970-01-01 00:00:00+00:00;Trace 2140;Peter;;
552;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2140;Peter;;
553;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2140;Peter;;
554;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2140;Peter;;
555;review application;1970-01-01 04:00:00+00:00;Trace 2140;Peter;;
556;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 2140;Peter;;
557;receive application;1970-01-01 00:00:00+00:00;Trace 492;Julian;;
558;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 492;Julian;;
559;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 492;Julian;;
560;notify recruiter;1970-01-01 03:00:00+00:00;Trace 492;Julian;;
561;review application;1970-01-01 04:00:00+00:00;Trace 492;Julian;;
562;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 492;Julian;;
563;receive application;1970-01-01 00:00:00+00:00;Trace 2330;Peter;;
564;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2330;Peter;;
565;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2330;Peter;;
566;receive application;1970-01-01 00:00:00+00:00;Trace 3438;Kevin;x;2
567;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3438;Kevin;x;2
568;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3438;Kevin;x;2
569;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3438;Kevin;x;2
570;review application;1970-01-01 04:00:00+00:00;Trace 3438;Kevin;x;2
571;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3438;Kevin;x;2
572;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3438;Kevin;x;2
573;hold intervierw;1970-01-01 07:00:00+00:00;Trace 3438;Kevin;x;2
574;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 3438;Kevin;x;2
575;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 3438;Kevin;x;2
576;decline permission;1970-01-01 10:00:00+00:00;Trace 3438;Kevin;x;2
577;delete data;1970-01-01 11:00:00+00:00;Trace 3438;Kevin;x;2
578;receive application;1970-01-01 00:00:00+00:00;Trace 1712;Kevin;x;2
579;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1712;Kevin;x;2
580;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 1712;Kevin;x;2
581;notify recruiter;1970-01-01 03:00:00+00:00;Trace 1712;Kevin;x;2
582;review application;1970-01-01 04:00:00+00:00;Trace 1712;Kevin;x;2
583;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 1712;Kevin;x;2
584;receive application;1970-01-01 00:00:00+00:00;Trace 2407;Hans;;
585;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2407;Hans;;
586;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2407;Hans;;
587;receive application;1970-01-01 00:00:00+00:00;Trace 1219;Peter;;
588;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1219;Peter;;
589;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 1219;Peter;;
590;notify recruiter;1970-01-01 03:00:00+00:00;Trace 1219;Peter;;
591;review application;1970-01-01 04:00:00+00:00;Trace 1219;Peter;;
592;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 1219;Peter;;
593;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 1219;Peter;;
594;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 1219;Peter;;
595;receive application;1970-01-01 00:00:00+00:00;Trace 803;Julian;x;1
596;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 803;Julian;x;1
597;3isbitd4fmuff;1970-01-01 02:00:00+00:00;Trace 803;Julian;x;1, 5
598;notify recruiter;1970-01-01 03:00:00+00:00;Trace 803;Julian;x;1
599;review application;1970-01-01 04:00:00+00:00;Trace 803;Julian;x;1
600;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 803;Julian;x;1
601;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 803;Julian;x;1
602;hold intervierw;1970-01-01 07:00:00+00:00;Trace 803;Julian;x;1
603;send to assessment center;1970-01-01 08:00:00+00:00;Trace 803;Julian;x;1
604;decline applicant in assesment center;1970-01-01 09:00:00+00:00;Trace 803;Julian;x;1
605;receive application;1970-01-01 00:00:00+00:00;Trace 3117;Julian;;
606;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3117;Julian;;
607;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3117;Julian;;
608;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3117;Julian;;
609;review application;1970-01-01 04:00:00+00:00;Trace 3117;Julian;;
610;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 3117;Julian;;
611;receive application;1970-01-01 00:00:00+00:00;Trace 616;Peter;;
612;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 616;Peter;;
613;decline GDPR;1970-01-01 02:00:00+00:00;Trace 616;Peter;;
614;receive application;1970-01-01 00:00:00+00:00;Trace 3416;Hans;;
615;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3416;Hans;;
616;decline GDPR;1970-01-01 02:00:00+00:00;Trace 3416;Hans;;
617;receive application;1970-01-01 00:00:00+00:00;Trace 3084;Julian;;
618;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3084;Julian;;
619;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3084;Julian;;
620;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3084;Julian;;
621;review application;1970-01-01 04:00:00+00:00;Trace 3084;Julian;;
622;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 3084;Julian;;
623;receive application;1970-01-01 00:00:00+00:00;Trace 2957;Hans;;
624;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2957;Hans;;
625;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2957;Hans;;
626;receive application;1970-01-01 00:00:00+00:00;Trace 409;Peter;;
627;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 409;Peter;;
628;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 409;Peter;;
629;notify recruiter;1970-01-01 03:00:00+00:00;Trace 409;Peter;;
630;review application;1970-01-01 04:00:00+00:00;Trace 409;Peter;;
631;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 409;Peter;;
632;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 409;Peter;;
633;hold intervierw;1970-01-01 07:00:00+00:00;Trace 409;Peter;;
634;send to assessment center;1970-01-01 08:00:00+00:00;Trace 409;Peter;;
635;decline applicant in assesment center;1970-01-01 09:00:00+00:00;Trace 409;Peter;;
636;receive application;1970-01-01 00:00:00+00:00;Trace 997;Kevin;x;2
637;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 997;Kevin;x;2
638;decline GDPR;1970-01-01 02:00:00+00:00;Trace 997;Kevin;x;2
639;receive application;1970-01-01 00:00:00+00:00;Trace 2510;Kevin;x;2
640;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2510;Kevin;x;2
641;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2510;Kevin;x;2
642;receive application;1970-01-01 00:00:00+00:00;Trace 3184;Kevin;x;2
643;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3184;Kevin;x;2
